,author,username,retweet_count,tweets,created_at
250,ChangeTanzania,DavidMfugwa2,21,"“Tuna serikali ambayo ina uposhaji mkubwa kwa raia wake, tukianzia kwenye corona walituambia tusichanje na tufanye maombi, yani hawasemi ukweli hatimae madhara yake tuliyaona”. – @Twaha_Mwaipaya #KatibaMpya #WenyeNchiWananchi https://t.co/xrIF2n5flx https://t.co/MAie8eBuQd",2022-10-23 03:33:07
251,,fitrianirahma,0,"Aku lupa apa tesnya, yang aku inget sih saat itu dicek apakah ada cacing atau parasit di pupnya, apakah ada kutu di telinganya, tes untuk virus corona juga (tapi beda sama covid di manusia). Nah yang untuk tokso aku juga tanya2 sama dokternya apakah perlu dites apa enggak.",2022-10-23 03:32:28
252,merwal_yuvraj,Rajsampat01,5,@ashokgehlot51 Rajasthan my congrass ny corona warios ky sathe dokha keya hi,2022-10-23 03:28:32
253,merwal_yuvraj,AshokPr87680045,5,@ashokgehlot51 Rajasthan my congrass ny corona warios ky sathe dokha keya hi,2022-10-23 03:27:56
254,,cayoIine,0,"@collegemenfess bisa ditulis Covid-19 juga tapi intinya italic karena ini istilah dari bahasa asing. COVID = Corona Virus Disease, jangan lupa tanda - juga. cmiiw yaa, semoga membantu &lt;3 tanda baca juga diperhatikan, setelah koma dikasih spasi (aku yakin kamu lupa nambahin, bukannya gatau ^^)",2022-10-23 03:23:34
255,Kurniaw4nnnn,salsabbb7,95,@biggienotsmall_ @ardianpancaa hari ini gue abis ngomelin maba bang wkwk. bukan sok senioritas tapi attitudenya itu loh gak ada sama sekali. maba Corona emg banyak yg  songong,2022-10-23 03:20:41
256,garuda080,riea_mariska86,19,"Jangan ragu dan khawatir untuk divaksin Covid-19, karena vaksin aman untuk kesehatan, juga efektif untuk meningkatkan kekebalan tubuh agar terhindar dari virus corona varian baru  Omicron BA.4 dan BA.5

 #WaspadaKovidPatuhiProkes https://t.co/rwQaeajw0B",2022-10-23 03:20:31
257,,onlyonektjj,0,"@ardianpancaa Bedain mental kuat ama attitude aja gak tau, Aku angkatan corona dan emang dari yang ku perhatiin ada beberapa yg kurang sopan sama dosen maupun kating",2022-10-23 03:18:53
258,garuda080,rasa2086,19,"Jangan ragu dan khawatir untuk divaksin Covid-19, karena vaksin aman untuk kesehatan, juga efektif untuk meningkatkan kekebalan tubuh agar terhindar dari virus corona varian baru  Omicron BA.4 dan BA.5

 #WaspadaKovidPatuhiProkes https://t.co/rwQaeajw0B",2022-10-23 03:17:40
259,merwal_yuvraj,diliplohar741,5,@ashokgehlot51 Rajasthan my congrass ny corona warios ky sathe dokha keya hi,2022-10-23 03:12:39
260,,merwal_yuvraj,5,@ashokgehlot51 Rajasthan my congrass ny corona warios ky sathe dokha keya hi,2022-10-23 03:09:44
261,Kurniaw4nnnn,MiyuriScarlet,95,@biggienotsmall_ @ardianpancaa hari ini gue abis ngomelin maba bang wkwk. bukan sok senioritas tapi attitudenya itu loh gak ada sama sekali. maba Corona emg banyak yg  songong,2022-10-23 03:07:44
262,DrEvaChaniago,BgdBahrum,5157,"Ketika Virus Corona bisa membedakan perkawinan puteri Ulama Pejuang &amp; puteri artis

Satunya dikejar sampai mati bak teroris
Satunya dihadiri &amp; mendapat restu paduka

Disitu saya sbg dokter jd bingung, andai saya bisa interogasi itu virus Corona, kenapa dia sampai terpapar politik",2022-10-23 03:07:01
263,garuda080,MarkEsso8,19,"Jangan ragu dan khawatir untuk divaksin Covid-19, karena vaksin aman untuk kesehatan, juga efektif untuk meningkatkan kekebalan tubuh agar terhindar dari virus corona varian baru  Omicron BA.4 dan BA.5

 #WaspadaKovidPatuhiProkes https://t.co/rwQaeajw0B",2022-10-23 03:05:06
264,,ningchenle,0,@aeri_glossy @MYGIRLGS @ayanggiselleee Ternyata sarjana lulusan giveaway corona jadi percuma kuliah. Masih buta tanda baca😭 https://t.co/2Kg1wlO8WZ,2022-10-23 03:02:52
265,,LemurBegu,1,@Dylan80an @alisyarief Awal corona dulu katanya menular dari kelelawar,2022-10-23 03:02:29
266,asumsico,intanfv,2123,"🚨BREAKING NEWS🚨

Menteri Kesehatan Budi Gunadi Sadikin mengungkapkan virus Corona subvarian Omicron XBB sudah ditemukan di Indonesia. https://t.co/srf8uPuWin",2022-10-23 02:59:25
267,,Berita_Corona,0,#Virus Corona adalah Buatan Laboratorium - https://t.co/WGGxyuYycr - https://t.co/WGGxyuYycr #Corona #Korona #VirusCorona https://t.co/1qmGrroFFL,2022-10-23 02:53:33
268,,BrunoRobles872,0,Masyarakat diminta untuk selalu disiplin Prokes meskipun kasus Covid-19 terus mengalami penurunan. Kepatuhan tersebut perlu untuk terus dijaga  karena pandemi virus Corona masih berlangsung sekaligus mencegah gelombang ketiga Covid-19. https://t.co/g68yVPkd9L,2022-10-23 02:52:33
269,,MateenK55444397,0,"@aajtak @ARPITAARYA @SudhanshuTrived Koi faiyda nahy lakho log to Corona mein berozgar howe hay un logo ko hi kaam nahy mila baqi ko to rehne do 
Per dallali  se dallo ko bahut paisa mila",2022-10-23 02:47:27
270,Robert_Piliang,viskaya,12,"Virus Corona berasal dari China.
Dampak yang terjadi pada China?

Banyak bermunculan orang kaya baru sebab covid.
China produksi Vaksin terbesar.
China produksi masker dan Alkes terbesar.
Banyak negara meminta pinjaman ke China untuk atasi covid. https://t.co/pR8PtZVzSr",2022-10-23 02:37:24
271,,imtimeleaper,0,"@AllShopeeThread Baju baju apa yg jadi gejala Corona? Yups, Batik pilek",2022-10-23 02:34:04
272,Kurniaw4nnnn,kripik_renyah,95,@biggienotsmall_ @ardianpancaa hari ini gue abis ngomelin maba bang wkwk. bukan sok senioritas tapi attitudenya itu loh gak ada sama sekali. maba Corona emg banyak yg  songong,2022-10-23 02:32:51
273,ChangeTanzania,EdisonMyinga1,21,"“Tuna serikali ambayo ina uposhaji mkubwa kwa raia wake, tukianzia kwenye corona walituambia tusichanje na tufanye maombi, yani hawasemi ukweli hatimae madhara yake tuliyaona”. – @Twaha_Mwaipaya #KatibaMpya #WenyeNchiWananchi https://t.co/xrIF2n5flx https://t.co/MAie8eBuQd",2022-10-23 02:29:12
274,ChangeTanzania,EdisonMyinga1,24,"“Katiba itatakiwa iseme mtu yoyote anayepotosha umma awajibishwe, hata kama ni Rais, kipindi cha corona upotoshaji ule uliua watu wengi”. Lazima tuwe nchi inayowajibisha watu wasio na maadili –  @Twaha_Mwaipaya #KatibaMpya #WenyeNchiWananchi https://t.co/xrIF2nnozF https://t.co/ZiEq4ZA5sn",2022-10-23 02:28:42
275,ChangeTanzania,EdisonMyinga1,29,“Serikali ina upotoshaji mkubwa walisema pesa za corona walizopata watajenga shule lakini mpaka sasa kuna shule za chini ya mti ni nyingi tu na changamoto ya madarasa iko palepale”. Uwajibikaji ni kitu adimu sana nchini – @Twaha_Mwaipaya #KatibaMpya #WenyeNchiWananchi https://t.co/87Y4r3Y4ID,2022-10-23 02:28:38
276,1Bjbr,corona_tweet,1,"SERAH TERIMA TUGAS JAGA MAKO BATALYON B PELOPOR SATUAN BRIMOB POLDA JABAR

#coronavirus #3M #AksiNyataLawanCorona #PolriCegahCorona #PolriUntukIndonesia #BrimobJabarCegahCorona 
@brimob_jabar @majalahteratai @divisihumaspolri @humas_korbrimob_polri @humaspolda.jabar https://t.co/vohqAJn0nL",2022-10-23 02:23:59
277,Amien_fathur,corona_tweet,1,"SERAH TERIMA TUGAS JAGA MAKO BATALYON B PELOPOR SATUAN BRIMOB POLDA JABAR

#coronavirus #3M #AksiNyataLawanCorona #PolriCegahCorona #PolriUntukIndonesia #BrimobJabarCegahCorona 
@brimob_jabar @majalahteratai @divisihumaspolri @humas_korbrimob_polri @humaspolda.jabar https://t.co/2Ubax4rLAp",2022-10-23 02:23:45
278,garuda080,Ranisor,19,"Jangan ragu dan khawatir untuk divaksin Covid-19, karena vaksin aman untuk kesehatan, juga efektif untuk meningkatkan kekebalan tubuh agar terhindar dari virus corona varian baru  Omicron BA.4 dan BA.5

 #WaspadaKovidPatuhiProkes https://t.co/rwQaeajw0B",2022-10-23 02:17:15
279,garuda080,Anggita_lung,19,"Jangan ragu dan khawatir untuk divaksin Covid-19, karena vaksin aman untuk kesehatan, juga efektif untuk meningkatkan kekebalan tubuh agar terhindar dari virus corona varian baru  Omicron BA.4 dan BA.5

 #WaspadaKovidPatuhiProkes https://t.co/rwQaeajw0B",2022-10-23 02:10:16
280,asumsico,bersamayoit,2123,"🚨BREAKING NEWS🚨

Menteri Kesehatan Budi Gunadi Sadikin mengungkapkan virus Corona subvarian Omicron XBB sudah ditemukan di Indonesia. https://t.co/srf8uPuWin",2022-10-23 02:00:39
281,Kurniaw4nnnn,gochuchangs,95,@biggienotsmall_ @ardianpancaa hari ini gue abis ngomelin maba bang wkwk. bukan sok senioritas tapi attitudenya itu loh gak ada sama sekali. maba Corona emg banyak yg  songong,2022-10-23 01:59:51
282,,neauverse,0,@ardianpancaa tapi emang bener lulusan corona parah bgt ky ga punya etika 😭,2022-10-23 01:58:56
283,,neauverse,0,"di kantor gw ada anak baru lulusan corona beuhhhh manner eobseo, asli. diajak ngobrol kitanya cm dipelotoin doang. nutup tlp jg dibanting2, kalo tlp nada bicaranya ""INI SIAPA!?"". mana dongo lagi astaga gw gaboleh ngatain tapi ini fakta 😭😔 https://t.co/0fT5Ip1RIA",2022-10-23 01:57:49
284,,ppurplejoy,0,"@AmaraHans @xeunsi @ohmybeautybank Aku lebih sering di rumah semenjak corona ga pernah olahraga, haid 3hari dalam sebulan, jarang makan nasi, ini bener2 ngaruh ke haid kah? 🥺",2022-10-23 01:53:41
285,,bkimprovjtg,0,"Hai Sobat Indera,
Waspadai virus corona subvarian xbb. 
Jangan lupa tetap menerapkan protokol kesehatan seperti mencuci tangan, memakai masker, menjaga jarak, konsumsi gizi yang seimbang, dan olahraga yang teratur
#bkimprovjateng
#dinkesprovjateng https://t.co/5ROgdxp2tz",2022-10-23 01:53:10
286,morodjoyo,djakarataloro,1,"Dua Tahun Lebih Media Mainstream
Mempropagandakan Virus Corona
Atas Pesanannya..Para Globalis.
Korban Pun Ber Jatuhan. 
Yg MATI. 
Yg KIPI. 

Semua Bangsa &amp; Negara Tunduk &amp; Patuh. 
👉Itulah Pertanda Kedatangan DAJJAL ASLI. 
Kehidupan Umat Manusia..ke Depan.. 
Tergantung VAKSIN. !",2022-10-23 01:51:47
287,garuda080,forjakeu,19,"Jangan ragu dan khawatir untuk divaksin Covid-19, karena vaksin aman untuk kesehatan, juga efektif untuk meningkatkan kekebalan tubuh agar terhindar dari virus corona varian baru  Omicron BA.4 dan BA.5

 #WaspadaKovidPatuhiProkes https://t.co/rwQaeajw0B",2022-10-23 01:45:50
288,,JalanBarengCom,0,"Karena Corona, Aplikasi yang Mendukung Work From Home Pun Laris Manis Diunduh https://t.co/xNeExQJSdI #jalanbareng",2022-10-23 01:44:34
289,Kurniaw4nnnn,lovemberrain,95,@biggienotsmall_ @ardianpancaa hari ini gue abis ngomelin maba bang wkwk. bukan sok senioritas tapi attitudenya itu loh gak ada sama sekali. maba Corona emg banyak yg  songong,2022-10-23 01:44:29
290,Robert_Piliang,djakarataloro,12,"Virus Corona berasal dari China.
Dampak yang terjadi pada China?

Banyak bermunculan orang kaya baru sebab covid.
China produksi Vaksin terbesar.
China produksi masker dan Alkes terbesar.
Banyak negara meminta pinjaman ke China untuk atasi covid. https://t.co/pR8PtZVzSr",2022-10-23 01:40:48
291,garuda080,catatankaqihati,19,"Jangan ragu dan khawatir untuk divaksin Covid-19, karena vaksin aman untuk kesehatan, juga efektif untuk meningkatkan kekebalan tubuh agar terhindar dari virus corona varian baru  Omicron BA.4 dan BA.5

 #WaspadaKovidPatuhiProkes https://t.co/rwQaeajw0B",2022-10-23 01:40:47
292,asumsico,sznxbaekhabee,2123,"🚨BREAKING NEWS🚨

Menteri Kesehatan Budi Gunadi Sadikin mengungkapkan virus Corona subvarian Omicron XBB sudah ditemukan di Indonesia. https://t.co/srf8uPuWin",2022-10-23 01:37:35
293,garuda080,Bank_Aconk,19,"Jangan ragu dan khawatir untuk divaksin Covid-19, karena vaksin aman untuk kesehatan, juga efektif untuk meningkatkan kekebalan tubuh agar terhindar dari virus corona varian baru  Omicron BA.4 dan BA.5

 #WaspadaKovidPatuhiProkes https://t.co/rwQaeajw0B",2022-10-23 01:35:00
294,,fuji_fs51,0,"anak2 angk. setelah corona knp kek gitu ya? jangankan mahasiswa, kmrin ada anak SMP dibully karena dia pakai iphone padahal bekas kknya doang, dikeroyok 5 org yg iri, ajg lah! https://t.co/oewUFQgHmS",2022-10-23 01:34:39
295,,YoumAi18,0,"uang ngr dblnjkne 1m iso tkn knu kkk
knu hrta trttgl wrsn mnsia 4000 prthn kkkk
mkane 7 th kas corona",2022-10-23 01:34:06
296,,tribunnews,1,Gejala Covid-19 Subvarian Omicron XBB pada Kasus Pertama di Indonesia https://t.co/0tohYiNAsG,2022-10-23 01:33:55
297,Kurniaw4nnnn,haaahaha333,95,@biggienotsmall_ @ardianpancaa hari ini gue abis ngomelin maba bang wkwk. bukan sok senioritas tapi attitudenya itu loh gak ada sama sekali. maba Corona emg banyak yg  songong,2022-10-23 01:31:44
298,,BuchroniK,1,@geloraco 2 tahun lalu seorang ahli virus komputer berkata tentang vaksin virus Corona .. btw benarkah yang dikatakan Bill Gates tersebut? https://t.co/kT7VP4g18o,2022-10-23 01:26:32
299,garuda080,Akomeng6,19,"Jangan ragu dan khawatir untuk divaksin Covid-19, karena vaksin aman untuk kesehatan, juga efektif untuk meningkatkan kekebalan tubuh agar terhindar dari virus corona varian baru  Omicron BA.4 dan BA.5

 #WaspadaKovidPatuhiProkes https://t.co/rwQaeajw0B",2022-10-23 01:25:40
300,,loeyyphile,0,"@thumbfairy haii Cha, aku almaa
aku masuk dunia sbt tuuhh awalnya karena Corona sihh, soalnya kaya gabut gituu dan mikir ""setidaknya punya 1 barang official, yaitu PC"" giniiii, tapi akhirnya jadi buker beneraaan😔😔😔😔😔",2022-10-23 01:25:33
301,garuda080,AliBej0,19,"Jangan ragu dan khawatir untuk divaksin Covid-19, karena vaksin aman untuk kesehatan, juga efektif untuk meningkatkan kekebalan tubuh agar terhindar dari virus corona varian baru  Omicron BA.4 dan BA.5

 #WaspadaKovidPatuhiProkes https://t.co/rwQaeajw0B",2022-10-23 01:23:57
302,,ambigramDCLXVI,0,@Askrlfess Bodo amat...gak perduli... nanti juga 2024 menjelang pemilu juga bebas...terus abis itu presiden yang baru bikin isu corona lagi meningkat...tetus saja begitu.... PANDEMIC IS OVER...!!!,2022-10-23 01:20:41
303,Robert_Piliang,rizqi_muh6,12,"Virus Corona berasal dari China.
Dampak yang terjadi pada China?

Banyak bermunculan orang kaya baru sebab covid.
China produksi Vaksin terbesar.
China produksi masker dan Alkes terbesar.
Banyak negara meminta pinjaman ke China untuk atasi covid. https://t.co/pR8PtZVzSr",2022-10-23 01:20:26
304,garuda080,pooryyi,19,"Jangan ragu dan khawatir untuk divaksin Covid-19, karena vaksin aman untuk kesehatan, juga efektif untuk meningkatkan kekebalan tubuh agar terhindar dari virus corona varian baru  Omicron BA.4 dan BA.5

 #WaspadaKovidPatuhiProkes https://t.co/rwQaeajw0B",2022-10-23 01:19:11
305,asumsico,oohawii,2123,"🚨BREAKING NEWS🚨

Menteri Kesehatan Budi Gunadi Sadikin mengungkapkan virus Corona subvarian Omicron XBB sudah ditemukan di Indonesia. https://t.co/srf8uPuWin",2022-10-23 01:14:39
306,garuda080,Revenge00810455,19,"Jangan ragu dan khawatir untuk divaksin Covid-19, karena vaksin aman untuk kesehatan, juga efektif untuk meningkatkan kekebalan tubuh agar terhindar dari virus corona varian baru  Omicron BA.4 dan BA.5

 #WaspadaKovidPatuhiProkes https://t.co/rwQaeajw0B",2022-10-23 01:13:55
307,,pyxishwa,0,o seungmin corona,2022-10-23 01:12:43
308,merwal_yuvraj,RajendraR05,4,@_lokeshsharma Rajasthan my corona warios ko pgl bnya congrass sarkar ny,2022-10-23 01:12:29
309,lensaRTV,TheMartaSaputra,1,"Kasus Covid-19 alami kenaikan hingga 2.087. Sementara itu total pasien konfirmasi corona di Indonesia mencapai 6.469.276 orang, jumlah pasien sembuh 6.291.941 orang dan 158.416 orang lainnya meninggal dunia. 

#CerdasCovid19 #UpdateCovid19 #YukVaksinCovid https://t.co/OMF7XLn7bZ",2022-10-23 01:11:15
310,Infoinfo3I,FarizaRania,2,"Corona udahh selesai guys!!!🇮🇩🇮🇩
#GadisGadisRemajaJKT48 | #HariSantri2022 | Niki Zefanya | The Heirs | Umur 25 | Resolusi Jihad | Surya Paloh | Axelsen | BPJS | Hospital Playlist | Mowning | https://t.co/o7J3cfh9we",2022-10-23 01:07:08
311,,euphoricsafe,0,@convomf dih ajg gue gamau lagi jadi lulusan corona cokk,2022-10-23 01:05:54
312,Robert_Piliang,dannex21,12,"Virus Corona berasal dari China.
Dampak yang terjadi pada China?

Banyak bermunculan orang kaya baru sebab covid.
China produksi Vaksin terbesar.
China produksi masker dan Alkes terbesar.
Banyak negara meminta pinjaman ke China untuk atasi covid. https://t.co/pR8PtZVzSr",2022-10-23 01:02:38
313,,garuda080,19,"Jangan ragu dan khawatir untuk divaksin Covid-19, karena vaksin aman untuk kesehatan, juga efektif untuk meningkatkan kekebalan tubuh agar terhindar dari virus corona varian baru  Omicron BA.4 dan BA.5

 #WaspadaKovidPatuhiProkes https://t.co/rwQaeajw0B",2022-10-23 01:00:01
314,,sojunghwancakep,0,@Kurniaw4nnnn @biggienotsmall_ @ardianpancaa Aku maba corona kak aku aman🙂,2022-10-23 00:58:44
315,Robert_Piliang,aLKecildew,12,"Virus Corona berasal dari China.
Dampak yang terjadi pada China?

Banyak bermunculan orang kaya baru sebab covid.
China produksi Vaksin terbesar.
China produksi masker dan Alkes terbesar.
Banyak negara meminta pinjaman ke China untuk atasi covid. https://t.co/pR8PtZVzSr",2022-10-23 00:58:17
316,merwal_yuvraj,MukeshR74972194,4,@_lokeshsharma Rajasthan my corona warios ko pgl bnya congrass sarkar ny,2022-10-23 00:52:34
317,Robert_Piliang,feerzylant,12,"Virus Corona berasal dari China.
Dampak yang terjadi pada China?

Banyak bermunculan orang kaya baru sebab covid.
China produksi Vaksin terbesar.
China produksi masker dan Alkes terbesar.
Banyak negara meminta pinjaman ke China untuk atasi covid. https://t.co/pR8PtZVzSr",2022-10-23 00:48:19
318,Robert_Piliang,RaRakhmat,12,"Virus Corona berasal dari China.
Dampak yang terjadi pada China?

Banyak bermunculan orang kaya baru sebab covid.
China produksi Vaksin terbesar.
China produksi masker dan Alkes terbesar.
Banyak negara meminta pinjaman ke China untuk atasi covid. https://t.co/pR8PtZVzSr",2022-10-23 00:44:58
319,,ziddyourbae,0,"@nymphelst wes lawas harus e, cmn kemarin gaada gara"" corona",2022-10-23 00:39:26
320,,morodjoyo,1,"Dua Tahun Lebih Media Mainstream
Mempropagandakan Virus Corona
Atas Pesanannya..Para Globalis.
Korban Pun Ber Jatuhan. 
Yg MATI. 
Yg KIPI. 

Semua Bangsa &amp; Negara Tunduk &amp; Patuh. 
👉Itulah Pertanda Kedatangan DAJJAL ASLI. 
Kehidupan Umat Manusia..ke Depan.. 
Tergantung VAKSIN. !",2022-10-23 00:37:45
321,Robert_Piliang,alamanda_maroon,12,"Virus Corona berasal dari China.
Dampak yang terjadi pada China?

Banyak bermunculan orang kaya baru sebab covid.
China produksi Vaksin terbesar.
China produksi masker dan Alkes terbesar.
Banyak negara meminta pinjaman ke China untuk atasi covid. https://t.co/pR8PtZVzSr",2022-10-23 00:35:54
322,,chadumchiit,0,"sedihnya gue punya target nikah di usia 23 karena gue memikirkan bagaimana anak bungsu gue kelak kalo gue nikah udh diatas umur segitu. sadly, corona comes, destroyed everything, including my dream. skrg gue harus membangun semuanya dr awal, dr ulang, dan pasrah sama target tsb. https://t.co/PaW4rwRHSL",2022-10-23 00:31:03
323,,Robert_Piliang,12,"Virus Corona berasal dari China.
Dampak yang terjadi pada China?

Banyak bermunculan orang kaya baru sebab covid.
China produksi Vaksin terbesar.
China produksi masker dan Alkes terbesar.
Banyak negara meminta pinjaman ke China untuk atasi covid. https://t.co/pR8PtZVzSr",2022-10-23 00:30:49
324,,marettagladis,0,"Tdk ush takut di vaksin. Vaksin itu aman untuk kesehatan karena kesehatan itu pnting untuk kesehtan diri sndiri,agar terhindar dari virus Corona varian baru Omicron BA.4 dan BA.5. #NonaktifkanLukasEnembe #PapuaDamai https://t.co/HjpjmTTBsU",2022-10-23 00:24:41
325,,dewcalcomania,0,"pls i got dejavu. corona dlu awalnya masuk Indo pas aku pertengahan kelas 1 SMA, skrg omicron masuk Indo pas aku pertengahan semester 1… pls not again 😫 https://t.co/g3WO07ZWQf",2022-10-23 00:11:35
326,asumsico,Lia_Agata,2123,"🚨BREAKING NEWS🚨

Menteri Kesehatan Budi Gunadi Sadikin mengungkapkan virus Corona subvarian Omicron XBB sudah ditemukan di Indonesia. https://t.co/srf8uPuWin",2022-10-23 00:11:11
327,,Si_B0Lang,0,"@dvkhrnnsa Buruan laksanain,bentar lagi Corona datang kembali 😂",2022-10-23 00:07:08
328,,Fuhir_IAR,1,"Tak lama, giliran media Internasional London, The Economist, yang memuju Anies Baswedan. Anies dinilai lebih tanggap dalam merespon corona dibanding kebijakan Jokowi.
#IndonesiaMemanggil

https://t.co/KAROMqc131",2022-10-23 00:06:27
329,,KomalaS37326690,0,Jangan khawatir Tidak perlu takut di vaksin. Vaksin itu aman untuk kesehatan karena akan membentuk kekebalan tubuh agar terhindar dari virus Corona varian baru Omicron BA.4 dan BA.5. #NonaktifkanLukasEnembe #PapuaDamai https://t.co/wQn2mgm05C,2022-10-23 00:05:43
330,,JayaaaPatra,0,Segara untuk Ayo ikut Vaksinasi untuk meningkatkan daya tahan tubuh dari virus Corona agar terhindar dari Covid-19 varian baru Omicron BA.4 dan BA.5 #NonaktifkanLukasEnembe #TolakReferendum https://t.co/xoyqCP54Y1,2022-10-23 00:05:08
331,,Pickachuu116_,0,Ada2 aja varian baru corona,2022-10-23 00:04:46
332,,Azhanaa1,0,Ayo ikut Vaksinasi untuk meningkatkan daya tahan tubuh agar terhindar dari virus Corona varian baru Omicron BA.4 dan BA.5 #NonaktifkanLukasEnembe #TolakReferendum #PapuaAdalahKita https://t.co/IGyB8pyoC8,2022-10-23 00:04:42
333,,khielwidjaya,0,Ayo kita Vaksinasi! Agar daya tahan tubuh meningkat sehingga dapat mencegah virus Corona masuk dalam tubuh #NonaktifkanLukasEnembe #TolakReferendum #PapuaBarat https://t.co/KRQxCD77Ww,2022-10-23 00:04:02
334,,ZYsbella,0,Ayo kita Vaksinasi! Agar daya tahan tubuh meningkat sehingga dapat mencegah virus Corona masuk dalam tubuh #NonaktifkanLukasEnembe #TolakReferendum #PapuaBarat https://t.co/lMdX2ObEwG,2022-10-23 00:02:42
335,,Idk20044,0,Ayo ikut Vaksinasi untuk meningkatkan daya tahan pada tubuh dari virus Corona agar bisa terhindar dari Covid-19 varian baru Omicron BA.4 dan BA.5 #NonaktifkanLukasEnembe #TolakReferendum https://t.co/3nzSZHgFUO,2022-10-23 00:02:21
336,,Plastik2004,0,Tidak perlu takut untuk di vaksin. Vaksin itu sangat aman untuk kesehatan karena akan membentuk kekebalan tubuh agar terhindar dari virus Corona varian baru Omicron BA.4 dan BA.5. #NonaktifkanLukasEnembe #PapuaDamai https://t.co/VUtxX4VKcd,2022-10-23 00:01:58
337,,muuutma,0,Ayo ikut Vaksinasi untuk meningkatkan daya tahan tubuh dari virus Corona agar terhindar dari Covid-19 varian baru Omicron BA.4 dan BA.5 #NonaktifkanLukasEnembe #TolakReferendum https://t.co/jxtAeQJxn4,2022-10-23 00:01:51
338,,juanda49,0,"Tidak perlu takut di vaksin. Vaksin itu aman untuk kesehatan karena akan membentuk kekebalan tubuh agar terhindar dari virus Corona varian baru Omicron BA.4 dan BA.5. #NonaktifkanLukasEnembe #PapuaDamai
#tywq https://t.co/zYC4Eu1KPg",2022-10-23 00:01:43
339,,KarinaLivii,0,Tidak perlu takut di vaksin. Vaksin itu aman untuk kesehatan karena akan membentuk kekebalan tubuh agar terhindar dari virus Corona varian baru Omicron BA.4 dan BA.5. #NonaktifkanLukasEnembe #PapuaDamai https://t.co/A8xHdj4tMc,2022-10-23 00:01:37
340,,ChochoBanana9,0,Tidak perlu takut di vaksin. Vaksin itu aman untuk kesehatan karena akan membentuk kekebalan tubuh agar terhindar dari virus Corona varian baru Omicron BA.4 dan BA.5. #NonaktifkanLukasEnembe #PapuaDamai https://t.co/uLRBfV8spy,2022-10-23 00:01:27
341,,Gerdanise,0,Vaksin itu aman untuk kesehatan karena akan membentuk kekebalan tubuh agar terhindar dari virus Corona  #NonaktifkanLukasEnembe #PapuaDamai https://t.co/ERw3zo7MVo,2022-10-23 00:01:14
342,,bknpuput,0,Ayo ikut Vaksinasi untuk meningkatkan daya tahan tubuh dari virus Corona agar terhindar dari Covid-19 varian baru Omicron BA.4 dan BA.5 #NonaktifkanLukasEnembe #TolakReferendum https://t.co/rTsSyXGhwh,2022-10-23 00:01:11
343,,ArdiansyahHam21,0,Ayo ikut Vaksinasi untuk meningkatkan daya tahan tubuh dari virus Corona agar terhindar dari Covid-19 varian baru Omicron BA.4 dan BA.5 #NonaktifkanLukasEnembe #TolakReferendum https://t.co/9JNXur5yfB,2022-10-23 00:01:00
344,,citradewiw,0,Tidak perlu takut di vaksin. Vaksin itu aman untuk kesehatan karena akan membentuk kekebalan tubuh agar terhindar dari virus Corona varian baru Omicron BA.4 dan BA.5. #NonaktifkanLukasEnembe #PapuaDamai https://t.co/OHbgHCGeSE,2022-10-23 00:00:57
345,,AsmaraKudulu,0,"@bwinarso99 Tanyakan kepada untung
Bila masih hidup,,
Benarkan Sukarno dulu
Di keroyok oleh tokoh Corona
Karna dalamnya mau di rampok.?
Bila ada para tokoh ingin merampok
Dalam aku
Seperti itulah yang terjadi pada
Sukarno akan terjadi pada anaknya
Nanti. https://t.co/fofptiunVY",2022-10-23 00:00:53
346,,AndikaSuryaa21,0,Tidak perlu takut di vaksin. Vaksin itu aman untuk kesehatan karena akan membentuk kekebalan tubuh agar terhindar dari virus Corona varian baru Omicron BA.4 dan BA.5. #NonaktifkanLukasEnembe #PapuaDamai https://t.co/UTeFmPnE1M,2022-10-23 00:00:52
347,,jujun4561,0,"Ayo ikut Vaksinasi untuk meningkatkan daya tahan tubuh dari virus Corona agar terhindar dari Covid-19 varian baru Omicron BA.4 dan BA.5 #NonaktifkanLukasEnembe #TolakReferendum
#rwqt https://t.co/mnU8NfRzo1",2022-10-23 00:00:51
348,,Bimantar71,0,Ayo ikut Vaksinasi untuk meningkatkan daya tahan tubuh dari virus Corona agar terhindar dari Covid-19 varian baru Omicron BA.4 dan BA.5 #NonaktifkanLukasEnembe #TolakReferendum https://t.co/HJXtgTNhlE,2022-10-23 00:00:44
349,,jasuke56211550,0,Vaksinasi untuk meningkatkan daya tahan tubuh dari virus Corona agar terhindar dari Covid-19. #NonaktifkanLukasEnembe #TolakReferendum https://t.co/t58fBy7x4y,2022-10-23 00:00:36
350,,KinnoAndra,0,Tidak perlu takut di vaksin. Vaksin itu aman untuk kesehatan karena akan membentuk kekebalan tubuh agar terhindar dari virus Corona varian baru Omicron BA.4 dan BA.5. #NonaktifkanLukasEnembe #PapuaDamai https://t.co/J0phVqJV8n,2022-10-23 00:00:33
351,,aisyahupin,0,Ayo ikut Vaksinasi untuk meningkatkan daya tahan tubuh dari virus Corona agar terhindar dari Covid-19 varian baru Omicron BA.4 dan BA.5 #NonaktifkanLukasEnembe #TolakReferendum https://t.co/UZpwHCwzQI,2022-10-23 00:00:32
