,author,username,retweet_count,tweets,created_at
492,davitheempire,jennie_wwt,9,"“Katiba itatakiwa iseme mtu yoyote anayepotosha umma awajibishwe, hata kama ni Rais, kipindi cha corona upotoshaji ule uliua watu wengi”. Lazima tuwe nchi inayowajibisha watu wasio na maadili –  @Twaha_Mwaipaya
 #KatibaMpya #WenyeNchiWananchi https://t.co/7xQT8WtaKq https://t.co/xNg4MFWCS9",2022-10-22 15:54:53
493,asumsico,Hun95Suliz,2123,"🚨BREAKING NEWS🚨

Menteri Kesehatan Budi Gunadi Sadikin mengungkapkan virus Corona subvarian Omicron XBB sudah ditemukan di Indonesia. https://t.co/srf8uPuWin",2022-10-22 15:53:43
494,,kharismaghanaa,0,@ardianpancaa Gue udah alumni dan kemarin ke kampus karena bantuin acara jurusan aja masih salim sama semua dosen. Malah sampe ke dosen2 baru yang ga kenal wkwk. Maba corona emang ga punya tata kramaaa,2022-10-22 15:50:49
495,,cutiehaopie,0,@miss_kwon12 emang sedih bgt kalo denger berita ttg corona lg😭 aku udh stress ±2 taun di rumah mulu ga kemana mana wktu pas psbb kmrn😭😭😭,2022-10-22 15:50:16
496,,fullsunct06,0,CORONA STOP BEREVOLUSI ANJIR😭😭 BANYAK PROKER ORGANISASI YANG JALAN JALAN INII PLIS JANGAN LAGI IH😭😭😭😭😭,2022-10-22 15:48:55
497,asumsico,rahmaceunah,2123,"🚨BREAKING NEWS🚨

Menteri Kesehatan Budi Gunadi Sadikin mengungkapkan virus Corona subvarian Omicron XBB sudah ditemukan di Indonesia. https://t.co/srf8uPuWin",2022-10-22 15:47:47
498,,miss_kwon12,0,"@cutiehaopie Aduh ini Corona jgn macem2 deh, ini udh berjuang banget bisa jumpa sebong, jgn aneh2 deh, muncul varian baru, udh kaya rasa indomie aja,awas aja ya klo sampe sebong gagal datang 😭😭😭",2022-10-22 15:47:34
499,asumsico,nico_rizardo,2123,"🚨BREAKING NEWS🚨

Menteri Kesehatan Budi Gunadi Sadikin mengungkapkan virus Corona subvarian Omicron XBB sudah ditemukan di Indonesia. https://t.co/srf8uPuWin",2022-10-22 15:46:13
500,aurumaslp,simbu_tamilnadu,25,"Corona Berozgar Aspirants
Hum mein kya kharabi
Corona tha MAHAMARI

#UPSCExtraAttempt

#Unemployed_Youth

@PMOIndia @narendramodi 
@ravishndtv @sardesairajdeep  @CNNnews18 @News18India  @ThePrintIndia @WIONews
@ShekharGupta @palkisu https://t.co/lFTayn3eln",2022-10-22 15:40:27
501,aurumaslp,simbu_tamilnadu,19,"Corona Berozgar Aspirants
Sarkar kab tak karegi manmani? 
Covid warriors pe daya nahi aati? 

#UPSCExtraAttempt

#Unemployed_Youth

@PMOIndia @narendramodi 
@ravishndtv @sardesairajdeep  @CNNnews18 @News18India  @ThePrintIndia @WIONews
@ShekharGupta @palkisu https://t.co/sg8EfJYgP8",2022-10-22 15:40:23
502,Kurniaw4nnnn,_cororong_,95,@biggienotsmall_ @ardianpancaa hari ini gue abis ngomelin maba bang wkwk. bukan sok senioritas tapi attitudenya itu loh gak ada sama sekali. maba Corona emg banyak yg  songong,2022-10-22 15:31:41
503,,nrslviawt,0,"kalau denger sound era 2020 2021 kadang kangen masa2 covid, tp disisi lain jg marah krn ada someone yg kita sayang pergi selamanya gara2 corona tai",2022-10-22 15:31:12
504,Kurniaw4nnnn,zehirar28,95,@biggienotsmall_ @ardianpancaa hari ini gue abis ngomelin maba bang wkwk. bukan sok senioritas tapi attitudenya itu loh gak ada sama sekali. maba Corona emg banyak yg  songong,2022-10-22 15:24:21
505,adhiantos,petanitulen2,1,@HI_BIB04 @petanitulen2 Corona itu virus kak beda sama bakteri. Mereka replikasi dengan membajak cell2 host mereka. Di dalam proses bajak ini terdapat mutasi genetik yang membuat mereka lebih hebat untuk replikasi diri sendiri,2022-10-22 15:22:37
506,asumsico,megumrak,2123,"🚨BREAKING NEWS🚨

Menteri Kesehatan Budi Gunadi Sadikin mengungkapkan virus Corona subvarian Omicron XBB sudah ditemukan di Indonesia. https://t.co/srf8uPuWin",2022-10-22 15:21:24
507,,peredup,0,@convomf caperr bgt corona anjeng,2022-10-22 15:21:16
508,davitheempire,WisemanNtele,9,"“Katiba itatakiwa iseme mtu yoyote anayepotosha umma awajibishwe, hata kama ni Rais, kipindi cha corona upotoshaji ule uliua watu wengi”. Lazima tuwe nchi inayowajibisha watu wasio na maadili –  @Twaha_Mwaipaya
 #KatibaMpya #WenyeNchiWananchi https://t.co/7xQT8WtaKq https://t.co/xNg4MFWCS9",2022-10-22 15:21:12
509,Kurniaw4nnnn,nandothok,95,@biggienotsmall_ @ardianpancaa hari ini gue abis ngomelin maba bang wkwk. bukan sok senioritas tapi attitudenya itu loh gak ada sama sekali. maba Corona emg banyak yg  songong,2022-10-22 15:19:25
510,asumsico,Mizzumono,2123,"🚨BREAKING NEWS🚨

Menteri Kesehatan Budi Gunadi Sadikin mengungkapkan virus Corona subvarian Omicron XBB sudah ditemukan di Indonesia. https://t.co/srf8uPuWin",2022-10-22 15:18:27
511,,Monicha991,0,@collegemenfess Pulang larut malam karena sibuk jarang sm ortu dul ketampar ps corona ada hikmahnya,2022-10-22 15:18:24
512,haawtmilf,BoMarco616,176,Sebelum corona 🤣 https://t.co/2kh0lIbVPK,2022-10-22 15:18:18
513,Kurniaw4nnnn,sharpicx,95,@biggienotsmall_ @ardianpancaa hari ini gue abis ngomelin maba bang wkwk. bukan sok senioritas tapi attitudenya itu loh gak ada sama sekali. maba Corona emg banyak yg  songong,2022-10-22 15:17:11
514,,arcanezephyr_,0,"@Kurniaw4nnnn @biggienotsmall_ @ardianpancaa Abis itu mereka bkin sw curhat2 d marahin sm senior, masalah senioritas blablabla. Hadehh hadehh. Angkatan corona luar biasa emg",2022-10-22 15:14:56
515,davitheempire,JumaAbdukarim,9,"“Katiba itatakiwa iseme mtu yoyote anayepotosha umma awajibishwe, hata kama ni Rais, kipindi cha corona upotoshaji ule uliua watu wengi”. Lazima tuwe nchi inayowajibisha watu wasio na maadili –  @Twaha_Mwaipaya
 #KatibaMpya #WenyeNchiWananchi https://t.co/7xQT8WtaKq https://t.co/xNg4MFWCS9",2022-10-22 15:14:52
516,,morenzha,0,"@ardianpancaa Angkatan corona, udah ke enakan di rumah, hingga lupa bagaimana beradab dan menghormati orang lain",2022-10-22 15:10:09
517,rmnsk_c,noaagomezzz,1,"RMNSK - Corona
https://t.co/0y6XA9x0ZE",2022-10-22 15:07:31
518,,Corona_Offl,0,apo kandippa ivarum suriya mafia dhan 👍 https://t.co/1dlq4jI4FV,2022-10-22 15:05:52
519,,xvaew,0,"""sebenernya kamu tu kena corona tau, tapi masih tipe awal karena kamu udah divaksin""

congor lu nyet, ada ada aja tingkahnya bikin org kepikiran",2022-10-22 15:04:29
520,DrEvaChaniago,DaniCicadasBdg,5157,"Ketika Virus Corona bisa membedakan perkawinan puteri Ulama Pejuang &amp; puteri artis

Satunya dikejar sampai mati bak teroris
Satunya dihadiri &amp; mendapat restu paduka

Disitu saya sbg dokter jd bingung, andai saya bisa interogasi itu virus Corona, kenapa dia sampai terpapar politik",2022-10-22 14:57:44
521,asumsico,adiosardo,2123,"🚨BREAKING NEWS🚨

Menteri Kesehatan Budi Gunadi Sadikin mengungkapkan virus Corona subvarian Omicron XBB sudah ditemukan di Indonesia. https://t.co/srf8uPuWin",2022-10-22 14:53:26
522,,vfxsrither1990,0,"Ama ama Go corona go coronanu thatta thukkittu adikum pothu  

Corona ore otturuchu thana mothalali...😂😂😂 https://t.co/YR0w8Lblqp",2022-10-22 14:53:07
523,Muneshk73815517,Pranjal34761329,4,@1stIndiaNews @ashokgehlot51 @plmeenaINC @RajGovOfficial Sab kuch CHA ki vajah  s huya  corona m top treatment,2022-10-22 14:52:24
524,Kurniaw4nnnn,AjiRizky_,95,@biggienotsmall_ @ardianpancaa hari ini gue abis ngomelin maba bang wkwk. bukan sok senioritas tapi attitudenya itu loh gak ada sama sekali. maba Corona emg banyak yg  songong,2022-10-22 14:52:08
525,pawl_sam,RobertEse101,26,"Proposed 3 bedroom Bungalow.

Revit-3dsmax-Corona Render https://t.co/5zWunDRnkm",2022-10-22 14:52:02
526,Kurniaw4nnnn,birunaviy,95,@biggienotsmall_ @ardianpancaa hari ini gue abis ngomelin maba bang wkwk. bukan sok senioritas tapi attitudenya itu loh gak ada sama sekali. maba Corona emg banyak yg  songong,2022-10-22 14:47:26
527,Kurniaw4nnnn,TamyaPurnama,95,@biggienotsmall_ @ardianpancaa hari ini gue abis ngomelin maba bang wkwk. bukan sok senioritas tapi attitudenya itu loh gak ada sama sekali. maba Corona emg banyak yg  songong,2022-10-22 14:44:46
528,pawl_sam,Jack_clawman,26,"Proposed 3 bedroom Bungalow.

Revit-3dsmax-Corona Render https://t.co/5zWunDRnkm",2022-10-22 14:43:31
529,,rionoalchino,0,@idextratime Nunggu ada corona lagi,2022-10-22 14:43:16
530,Kurniaw4nnnn,loeyeaah,95,@biggienotsmall_ @ardianpancaa hari ini gue abis ngomelin maba bang wkwk. bukan sok senioritas tapi attitudenya itu loh gak ada sama sekali. maba Corona emg banyak yg  songong,2022-10-22 14:42:30
531,,Najih__,0,Fokuskan matamu wahai bocah. Barangkali kau menemukan mahkota halus di tengah kemelut itu. Corona Australis tergeletak mengambang di gelap langit pukul sepuluh malam. Di tengah suara motor yang sesekali lewat.,2022-10-22 14:40:44
532,asumsico,kyusarin03,2123,"🚨BREAKING NEWS🚨

Menteri Kesehatan Budi Gunadi Sadikin mengungkapkan virus Corona subvarian Omicron XBB sudah ditemukan di Indonesia. https://t.co/srf8uPuWin",2022-10-22 14:40:36
533,Kurniaw4nnnn,mleyotdulu,95,@biggienotsmall_ @ardianpancaa hari ini gue abis ngomelin maba bang wkwk. bukan sok senioritas tapi attitudenya itu loh gak ada sama sekali. maba Corona emg banyak yg  songong,2022-10-22 14:40:08
534,,ezakihikqru,0,"Eh asli ini gue nntn wktu awal"" corona kali ye? Gue nntn ini dri malem smpe subuh bener"" w slesain dlm shari gara"" EMG PNGN TAU SAAT ITU JUGA ENDINGNYA GMNA. EH KAPAL GUE MALAH KARAM?? GUE NNGIS ITU SUBUH"", truss slesai nntn bneran lgsung hampa bgt slama bbrp hari.. Gak bs moveon https://t.co/OqRKYflKxu",2022-10-22 14:28:40
535,,ecstasssssyyyy,0,"@collegemenfess Kuliah bareng ama mantan, lom lulus putus duluan krn ldr wkt corona 👍🏿🙂",2022-10-22 14:26:44
536,davitheempire,DEUSDEDITHSOKA,6,"“Serikali ina upotoshaji mkubwa walisema pesa za corona walizopata watajenga shule lakini mpaka sasa kuna shule za chini ya mti ni nyingi tu na changamoto ya madarasa iko palepale”. Uwajibikaji ni kitu adimu sana nchini – @Twaha_Mwaipaya
 #KatibaMpya #WenyeNchiWananchi https://t.co/gyXnlzjaNC",2022-10-22 14:25:53
537,davitheempire,DEUSDEDITHSOKA,9,"“Katiba itatakiwa iseme mtu yoyote anayepotosha umma awajibishwe, hata kama ni Rais, kipindi cha corona upotoshaji ule uliua watu wengi”. Lazima tuwe nchi inayowajibisha watu wasio na maadili –  @Twaha_Mwaipaya
 #KatibaMpya #WenyeNchiWananchi https://t.co/7xQT8WtaKq https://t.co/xNg4MFWCS9",2022-10-22 14:25:51
538,,_SpaceStati0n,0,"@worksfess Sektoral can't relate ~ wkwkwk dari awal corona sempet libur doang sebulan, abis itu full wfo sampe kiamat 🥱",2022-10-22 14:24:43
539,,Iswahyudisragen,0,@DjuremiReinke @kohen22 @03__nakula @aniesbaswedan Dan perusahaan2 jerman masih belum pulih dari 2 thn krisis corona. Banyak pegawai sudah phk dan sekarang tidak bisa dipekerjakan kembali karena perusahaan2 pada tutup.,2022-10-22 14:23:49
540,asumsico,Anisasholihat_,2123,"🚨BREAKING NEWS🚨

Menteri Kesehatan Budi Gunadi Sadikin mengungkapkan virus Corona subvarian Omicron XBB sudah ditemukan di Indonesia. https://t.co/srf8uPuWin",2022-10-22 14:22:54
541,Muneshk73815517,PankajDamorDpr,4,@1stIndiaNews @ashokgehlot51 @plmeenaINC @RajGovOfficial Sab kuch CHA ki vajah  s huya  corona m top treatment,2022-10-22 14:19:48
542,asumsico,EvaRahm96318757,2123,"🚨BREAKING NEWS🚨

Menteri Kesehatan Budi Gunadi Sadikin mengungkapkan virus Corona subvarian Omicron XBB sudah ditemukan di Indonesia. https://t.co/srf8uPuWin",2022-10-22 14:18:46
543,,Danz_Strw,0,"Mending ngebeer dehh

As long as corona https://t.co/YZCSa0rOLu",2022-10-22 14:18:29
544,,rmnsk_c,1,"RMNSK - Corona
https://t.co/0y6XA9x0ZE",2022-10-22 14:17:49
545,,vreel0ve,0,"@tanyakanrl ga ngapa ngapain, maklom corona era",2022-10-22 14:16:53
546,,mantabcoo,0,"@undipmenfess Tau ditawari mbiyen 100, mbiyen tapi pas tengah2 corona",2022-10-22 14:12:00
547,,chlslsk,0,"@collegemenfess Asli banget weh pas matkul ekotek juga ngang ngong ngang ngong, mana pas bgt awal corona jadi harus online, buku pengantarnya bahasa inggris. Mon maap baca sub drakor aja klo bahasa inggris tuh ngelag dulu apalagi bahasa inggris akademik, ekonomi lagi🙏🏻",2022-10-22 14:11:04
548,,2020Berita,0,Update Positif Corona Sabtu 22 Oktober Bertambah 2.087 Total Jadi 6.469.276 Kasus https://t.co/FyTFmKmyPd,2022-10-22 14:10:50
549,,kominfodiy,0,"🚨 JOGJA ELING LAN WASPADA 🚨
Pada tanggal 22/10/2022 penambahan kasus positif COVID-19 +58. Pada slide 3 terlampir Data Vaksinasi COVID-19 di DIY. 

Selengkapnya
▶️ Website COVID-19 DIY https://t.co/eKcyt89wDt. 

▶️ Website Vaksinasi COVID-19 DIY
https://t.co/MlY1PKnJDD https://t.co/lAq5ngQKJR",2022-10-22 14:10:23
550,,Sir_Tsutsu,0,@mayizukiswe_m Corona uyasinyela ngoku.,2022-10-22 14:09:33
551,Kurniaw4nnnn,cemiweuw,95,@biggienotsmall_ @ardianpancaa hari ini gue abis ngomelin maba bang wkwk. bukan sok senioritas tapi attitudenya itu loh gak ada sama sekali. maba Corona emg banyak yg  songong,2022-10-22 14:07:04
552,asumsico,K_Fathin30,2123,"🚨BREAKING NEWS🚨

Menteri Kesehatan Budi Gunadi Sadikin mengungkapkan virus Corona subvarian Omicron XBB sudah ditemukan di Indonesia. https://t.co/srf8uPuWin",2022-10-22 14:05:05
553,,Novi26291699,0,@mazzini_gsp Wes gak onok Corona e .,2022-10-22 14:04:06
554,asumsico,Swansour,2123,"🚨BREAKING NEWS🚨

Menteri Kesehatan Budi Gunadi Sadikin mengungkapkan virus Corona subvarian Omicron XBB sudah ditemukan di Indonesia. https://t.co/srf8uPuWin",2022-10-22 14:01:43
555,bhagwan31599581,Shankar51816503,3,@ashok_gehlot199 Gahlot sahab dhan terash ki subhkamna cha corona woriours ki nokari bahal kerke hum 28000 family ki life me deewali ke Deep jala do sahab.,2022-10-22 13:59:04
556,,febrina12345678,0,Di krup gaberner yaman https://t.co/W1IKlhgWt2,2022-10-22 13:54:26
557,Kurniaw4nnnn,Syoun__,95,@biggienotsmall_ @ardianpancaa hari ini gue abis ngomelin maba bang wkwk. bukan sok senioritas tapi attitudenya itu loh gak ada sama sekali. maba Corona emg banyak yg  songong,2022-10-22 13:54:01
558,,Berita_Corona,0,"#Update Covid-19 Indonesia 22 Oktober 2022: Terus Menurun, Kasus Corona Baru Hari Ini 2.087 - Pikiran Rakyat Depok #Corona #Korona #VirusCorona https://t.co/FF2JlNj7Mg",2022-10-22 13:53:09
559,asumsico,mysupilami,2123,"🚨BREAKING NEWS🚨

Menteri Kesehatan Budi Gunadi Sadikin mengungkapkan virus Corona subvarian Omicron XBB sudah ditemukan di Indonesia. https://t.co/srf8uPuWin",2022-10-22 13:51:23
560,asumsico,maybeawsm,2123,"🚨BREAKING NEWS🚨

Menteri Kesehatan Budi Gunadi Sadikin mengungkapkan virus Corona subvarian Omicron XBB sudah ditemukan di Indonesia. https://t.co/srf8uPuWin",2022-10-22 13:51:15
561,,maxironas,0,"dahlah anying, capek aku sama corona tai kotok ini https://t.co/09xvO9rPDr",2022-10-22 13:48:24
562,FlagMarsha,EdisonMyinga1,12,"“Tuna serikali ambayo ina uposhaji mkubwa kwa raia wake, tukianzia kwenye corona walituambia tusichanje na tufanye maombi, yani hawasemi ukweli hatimae madhara yake tuliyaona”. – @Twaha_Mwaipaya #KatibaMpya #WenyeNchiWananchi https://t.co/rOOv7r0Rn4 https://t.co/UrrzTPvgnO",2022-10-22 13:47:55
563,Kurniaw4nnnn,usalmafathin,95,@biggienotsmall_ @ardianpancaa hari ini gue abis ngomelin maba bang wkwk. bukan sok senioritas tapi attitudenya itu loh gak ada sama sekali. maba Corona emg banyak yg  songong,2022-10-22 13:45:23
564,,themoneymoney,0,"https://t.co/04rBF135n2 …
night Kei Komuro Yen depreciation Russia Mita Keiko Church Corona Berlin Unification Church Wong Gacy Yuya Takahashi 5 Channel Nakamoto Construction Korea Economic Schizophrenia Intervention Intervention Shiori Ito Hiroyuki Teshigahara Fumio Kishida ♪ https://t.co/ooJ8am4cn5 https://t.co/XPpldmxDV1",2022-10-22 13:44:04
565,asumsico,O813NJMN,2123,"🚨BREAKING NEWS🚨

Menteri Kesehatan Budi Gunadi Sadikin mengungkapkan virus Corona subvarian Omicron XBB sudah ditemukan di Indonesia. https://t.co/srf8uPuWin",2022-10-22 13:42:37
566,,resekan_kaepsi,0,@icetaroooooo kek masih bocil angkatan corona,2022-10-22 13:40:02
567,asumsico,umdasa7,2123,"🚨BREAKING NEWS🚨

Menteri Kesehatan Budi Gunadi Sadikin mengungkapkan virus Corona subvarian Omicron XBB sudah ditemukan di Indonesia. https://t.co/srf8uPuWin",2022-10-22 13:36:55
568,asumsico,NimHera,2123,"🚨BREAKING NEWS🚨

Menteri Kesehatan Budi Gunadi Sadikin mengungkapkan virus Corona subvarian Omicron XBB sudah ditemukan di Indonesia. https://t.co/srf8uPuWin",2022-10-22 13:33:23
569,,_na3fena_,0,"@ardianpancaa Hasil corona kali ya (?) minim sosialisasi dg org secara langsung, dan cuman natap layar, jadi engga ada percontohan secara langsung gimana punya tatakrama sama org lain, yg dia tau ya cuman ""dirinya sendiri""",2022-10-22 13:32:34
570,riea_mariska86,dwirama89009610,20,"Jangan Lupa Untuk Tetap Menerapkan Protokol Kesehatan

Meski sehat dan tidak ada gejala penyakit, belum tentu kamu pulang ke rumah dengan keadaan yang masih sama. Pasalnya, virus corona dapat menyebar dan menginfeksi seseorang dengan sangat cepat.

#TetapProkesCovidBelumUsai https://t.co/MrWK3XoAqr",2022-10-22 13:31:21
571,asumsico,itingkaliting,2123,"🚨BREAKING NEWS🚨

Menteri Kesehatan Budi Gunadi Sadikin mengungkapkan virus Corona subvarian Omicron XBB sudah ditemukan di Indonesia. https://t.co/srf8uPuWin",2022-10-22 13:29:11
572,,PRDepok,0,"Update Covid-19 Indonesia 22 Oktober 2022: Terus Menurun, Kasus Corona Baru Hari Ini 2.087 https://t.co/MiqSHsMjNn",2022-10-22 13:28:03
573,,ariifahpm,0,"@MentalHealerid angkatan 23 bener"" dipaksa untuk dewasa karna corona, asli ini gw masi kecil",2022-10-22 13:24:27
574,germaiko,ThabitSenior,1,@ThabitSenior Na hao madaktari wa binadamu wakajigeuza madaktari wa mitishamba. Kweli Corona ime-expose ujinga mkubwa wa madaktari na Maprofesa wetu hasa walioingia CCM wakashindwa kusimamia walichojua na ku-spin ukweli kwa ajili ya tumbocracy. Shame shame! https://t.co/bfBJPMTegO,2022-10-22 13:23:47
575,yasajang2,yogurtmatcha24,5,"Kalo ada yang bilang kok gak dari sebelumnya di cek, itu urusan ke pribadi karena yang bisa cek ada pribadi seseorang itu. 

Emang akhir akhir ini urusan paspor lagi Sulit semenjak setelah Corona, banyak negara yang membatasi orang orang dari negara lain, so kali pikir aja yah",2022-10-22 13:23:31
576,,germaiko,1,@ThabitSenior Na hao madaktari wa binadamu wakajigeuza madaktari wa mitishamba. Kweli Corona ime-expose ujinga mkubwa wa madaktari na Maprofesa wetu hasa walioingia CCM wakashindwa kusimamia walichojua na ku-spin ukweli kwa ajili ya tumbocracy. Shame shame! https://t.co/bfBJPMTegO,2022-10-22 13:23:30
577,,merwal_yuvraj,1,@Rajender_INC @ashokgehlot51 @Barmer_Harish Cha ki bhi raki thi ky hua corona warios ko pgl bnya,2022-10-22 13:22:13
578,,germaiko,0,"@ThabitSenior Wataalamu wetu wanaelekezwa kufanya utafiti wa kijinga. Wanaacha Science,  wanadai maabara ya taifa imetoa majibu positive kwa papaya kuwa ina virusi wa Corona na wakajaribu kutuaminisha. Wakamfukuza Mkurugenzi wa maabara ya taifa. Kwa aibu hii hawa watajificha wapi?",2022-10-22 13:19:28
579,,hnylfid,0,"anjing kata gw teh corona stop dulu bgst ga kelar"" heran https://t.co/nSirv4rwFd",2022-10-22 13:18:49
580,Ahmadzaqi98,GembelMania7,6,"#KalijagaMenggugat
#KalijagaNagihJanji 

Sudah saatnya berhenti percaya kepada pemerintah. Di saat kondisi terpuruk, ekonomi terluka, naluri bahkan etika saling mengasihi sesama suku bangsa ambruk dimakan corona. 

Bukan hanya corona yang pandemi, tapi pejabat kita juga pandemi https://t.co/TAo2ufDhAi",2022-10-22 13:09:35
581,,withmalcomn,0,@ardianpancaa aaaa bener bgt. pas ke kampus langsung ngerasa gitu angkatan corona. aku kira aku doang yg ngerasa gituu,2022-10-22 13:08:35
582,asumsico,opinnerchild,2123,"🚨BREAKING NEWS🚨

Menteri Kesehatan Budi Gunadi Sadikin mengungkapkan virus Corona subvarian Omicron XBB sudah ditemukan di Indonesia. https://t.co/srf8uPuWin",2022-10-22 13:07:25
583,,HasanNagaApi10,0,Berita virus Corona 19 hantu bakar pakai api biyar sedunia virus 0% saya dari negara Indonesia kota Palembang hp id+6281316355555 https://t.co/1gaYD3VeUw,2022-10-22 13:06:27
584,Ahmadzaqi98,Ainuraja_05,6,"#KalijagaMenggugat
#KalijagaNagihJanji 

Sudah saatnya berhenti percaya kepada pemerintah. Di saat kondisi terpuruk, ekonomi terluka, naluri bahkan etika saling mengasihi sesama suku bangsa ambruk dimakan corona. 

Bukan hanya corona yang pandemi, tapi pejabat kita juga pandemi https://t.co/TAo2ufDhAi",2022-10-22 13:02:37
585,Ahmadzaqi98,komdew12,6,"#KalijagaMenggugat
#KalijagaNagihJanji 

Sudah saatnya berhenti percaya kepada pemerintah. Di saat kondisi terpuruk, ekonomi terluka, naluri bahkan etika saling mengasihi sesama suku bangsa ambruk dimakan corona. 

Bukan hanya corona yang pandemi, tapi pejabat kita juga pandemi https://t.co/TAo2ufDhAi",2022-10-22 13:02:00
586,asumsico,justforyuw,2123,"🚨BREAKING NEWS🚨

Menteri Kesehatan Budi Gunadi Sadikin mengungkapkan virus Corona subvarian Omicron XBB sudah ditemukan di Indonesia. https://t.co/srf8uPuWin",2022-10-22 13:01:37
587,,acep_cepy,0,@bank_indonesia Mohon di bantu pelaku usaha yang kredit banknya macet karena bencana pandemi Corona agar bisa akses lagi ke pinjaman dengan bunga rendah supaya ekonomi pulih dan usahanya bangkit lagi?,2022-10-22 13:01:20
588,,AKUNbiz,0,"Peluang Usaha Saat Corona - Seperti yang kita ketahui, virus corona saat ini telah mewabah di seluruh dunia, tak terkecuali di Indonesia. Penyebarannya yang pesat dan tak terlihat, mau tak mau membuat https://t.co/3X0DH8hVbD",2022-10-22 12:59:42
589,,kkumacol,0,@leesianb @caratstalk Pas corona itu emang cepet tp sekarang di fakultasku udah balik kek dulu lagi😂,2022-10-22 12:59:30
590,Ahmadzaqi98,Andrewoke8,6,"#KalijagaMenggugat
#KalijagaNagihJanji 

Sudah saatnya berhenti percaya kepada pemerintah. Di saat kondisi terpuruk, ekonomi terluka, naluri bahkan etika saling mengasihi sesama suku bangsa ambruk dimakan corona. 

Bukan hanya corona yang pandemi, tapi pejabat kita juga pandemi https://t.co/TAo2ufDhAi",2022-10-22 12:58:57
591,Ahmadzaqi98,blenders_peaky,6,"#KalijagaMenggugat
#KalijagaNagihJanji 

Sudah saatnya berhenti percaya kepada pemerintah. Di saat kondisi terpuruk, ekonomi terluka, naluri bahkan etika saling mengasihi sesama suku bangsa ambruk dimakan corona. 

Bukan hanya corona yang pandemi, tapi pejabat kita juga pandemi https://t.co/TAo2ufDhAi",2022-10-22 12:58:14
592,Ahmadzaqi98,Almazs02,6,"#KalijagaMenggugat
#KalijagaNagihJanji 

Sudah saatnya berhenti percaya kepada pemerintah. Di saat kondisi terpuruk, ekonomi terluka, naluri bahkan etika saling mengasihi sesama suku bangsa ambruk dimakan corona. 

Bukan hanya corona yang pandemi, tapi pejabat kita juga pandemi https://t.co/TAo2ufDhAi",2022-10-22 12:57:29
593,,adhiantos,1,@HI_BIB04 @petanitulen2 Corona itu virus kak beda sama bakteri. Mereka replikasi dengan membajak cell2 host mereka. Di dalam proses bajak ini terdapat mutasi genetik yang membuat mereka lebih hebat untuk replikasi diri sendiri,2022-10-22 12:56:48
594,,kangandribdg,0,Update Positif Corona Sabtu 22 Oktober Bertambah 2.087 Total Jadi 6.469.276 Kasus https://t.co/f8MJc2lYj0,2022-10-22 12:55:29
595,asumsico,caciyh,2123,"🚨BREAKING NEWS🚨

Menteri Kesehatan Budi Gunadi Sadikin mengungkapkan virus Corona subvarian Omicron XBB sudah ditemukan di Indonesia. https://t.co/srf8uPuWin",2022-10-22 12:55:26
596,asumsico,slotour,2123,"🚨BREAKING NEWS🚨

Menteri Kesehatan Budi Gunadi Sadikin mengungkapkan virus Corona subvarian Omicron XBB sudah ditemukan di Indonesia. https://t.co/srf8uPuWin",2022-10-22 12:55:00
597,,zchathv,0,"@convomf ya Allah, corona mulu lama lama yang pertama kena Corona gue sumpel congor nya",2022-10-22 12:46:41
598,diskominfomedan,icatwps,1,"Update Data Pasien COVID-19 di Kota Medan
Sabtu, 22 Oktober 2022

Kunjungi link dibawah untuk informasi tentang Virus Corona (Covid-19) lebih lengkap di Kota Medan 👇👇
https://t.co/mrORAkI8T7 https://t.co/hx4zI7uxat",2022-10-22 12:46:11
599,aurumaslp,KamalikaDas90,25,"Corona Berozgar Aspirants
Hum mein kya kharabi
Corona tha MAHAMARI

#UPSCExtraAttempt

#Unemployed_Youth

@PMOIndia @narendramodi 
@ravishndtv @sardesairajdeep  @CNNnews18 @News18India  @ThePrintIndia @WIONews
@ShekharGupta @palkisu https://t.co/lFTayn3eln",2022-10-22 12:45:10
600,,nolantv_berita,0,Stafsus Menkeu: Anggaran Corona dan juga pemulihan capai Rp1.895 triliun https://t.co/YmBqTTzrFb #Terbaru #anggaran #berita #capai https://t.co/pQbT23vpUo,2022-10-22 12:43:06
601,radaraktual,DIANparfumeur,4,Menkes Budi Gunadi: Varian Corona Omicron XBB Terdeteksi di Indonesia https://t.co/LlZIbs6GAE,2022-10-22 12:42:49
602,,maryamhawarii,0,@HusseinTarek94 Inshalah msh corona wala haga 😂😂,2022-10-22 12:42:16
603,,Lokanshi2,0,@hc762_ 💯jab se corona aya tabse to bilkul na ati😩😩,2022-10-22 12:40:50
604,Kurniaw4nnnn,IlmiBening,95,@biggienotsmall_ @ardianpancaa hari ini gue abis ngomelin maba bang wkwk. bukan sok senioritas tapi attitudenya itu loh gak ada sama sekali. maba Corona emg banyak yg  songong,2022-10-22 12:39:31
605,Kurniaw4nnnn,rdnakh,95,@biggienotsmall_ @ardianpancaa hari ini gue abis ngomelin maba bang wkwk. bukan sok senioritas tapi attitudenya itu loh gak ada sama sekali. maba Corona emg banyak yg  songong,2022-10-22 12:33:32
606,radaraktual,Santri_Jatinom,4,Menkes Budi Gunadi: Varian Corona Omicron XBB Terdeteksi di Indonesia https://t.co/LlZIbs6GAE,2022-10-22 12:31:39
